DATATIME,WINDSPEED,WINDDIRECTION,TEMPERATURE,HUMIDITY,PRESSURE,TARGET
2/1/2021 15:15:00,8.8,40,11.9,43,1019,37200.0
2/1/2021 15:30:00,8.8,39,11.6,45,1019,37772.0
2/1/2021 15:45:00,8.8,39,11.3,46,1020,34668.0
2/1/2021 16:00:00,8.8,38,11.0,48,1020,35450.0
2/1/2021 16:15:00,8.8,36,10.6,51,1020,35993.0
2/1/2021 16:30:00,8.8,35,10.2,54,1020,35882.0
2/1/2021 16:45:00,8.7,34,9.8,57,1020,33534.0
2/1/2021 17:00:00,8.6,32,9.4,60,1020,30086.0
2/1/2021 17:15:00,8.7,31,9.1,62,1020,31864.0
2/1/2021 17:30:00,8.7,30,8.9,63,1020,27771.0
2/1/2021 17:45:00,8.9,30,8.8,64,1021,26570.0
2/1/2021 18:00:00,8.9,29,8.6,65,1021,31619.0
2/1/2021 18:15:00,9.0,28,8.5,65,1021,28619.0
2/1/2021 18:30:00,9.0,26,8.4,65,1021,32877.0
2/1/2021 18:45:00,9.0,25,8.4,64,1021,33059.0
2/1/2021 19:00:00,9.0,23,8.3,64,1021,37379.0
2/1/2021 19:15:00,9.2,22,8.3,64,1021,39339.0
2/1/2021 19:30:00,9.2,22,8.3,64,1021,39641.0
2/1/2021 19:45:00,9.4,21,8.4,64,1021,37334.0
2/1/2021 20:00:00,9.5,20,8.4,64,1021,37580.0
2/1/2021 20:15:00,9.6,18,8.4,64,1021,39051.0
2/1/2021 20:30:00,9.6,17,8.4,64,1021,38851.0
2/1/2021 20:45:00,9.7,16,8.4,64,1021,44477.0
2/1/2021 21:00:00,9.7,14,8.4,64,1021,45322.0
2/1/2021 21:15:00,9.8,14,8.4,64,1021,43693.0
2/1/2021 21:30:00,9.8,14,8.4,64,1021,44993.0
2/1/2021 21:45:00,9.7,13,8.5,64,1022,43236.0
2/1/2021 22:00:00,9.7,13,8.5,64,1022,43855.0
2/1/2021 22:15:00,9.7,13,8.5,64,1022,39821.0
2/1/2021 22:30:00,9.6,13,8.5,64,1022,38397.0
2/1/2021 22:45:00,9.6,12,8.5,64,1022,40196.0
2/1/2021 23:00:00,9.6,11,8.5,64,1022,38315.0
2/1/2021 23:15:00,9.6,11,8.5,64,1022,35392.0
2/1/2021 23:30:00,9.5,12,8.5,64,1022,34662.0
2/1/2021 23:45:00,9.4,12,8.6,63,1022,31333.0
3/1/2021 00:00:00,9.9,9,8.1,65,1021,34369.0
3/1/2021 00:15:00,9.7,9,8.1,65,1021,29967.0
3/1/2021 00:30:00,9.6,10,8.1,65,1021,27413.0
3/1/2021 00:45:00,9.5,10,8.2,66,1021,30801.0
3/1/2021 01:00:00,9.5,10,8.2,66,1021,32798.0
3/1/2021 01:15:00,9.4,10,8.2,66,1021,33873.0
3/1/2021 01:30:00,9.2,10,8.2,67,1021,33402.0
3/1/2021 01:45:00,9.2,9,8.1,68,1021,32119.0
3/1/2021 02:00:00,9.1,9,8.1,69,1021,36488.0
3/1/2021 02:15:00,9.1,8,8.1,69,1021,39206.0
3/1/2021 02:30:00,9.0,8,8.1,69,1021,40992.0
3/1/2021 02:45:00,9.0,8,8.2,70,1021,40520.0
3/1/2021 03:00:00,8.9,8,8.2,70,1021,41891.0
3/1/2021 03:15:00,8.9,8,8.2,70,1021,38734.0
3/1/2021 03:30:00,8.9,8,8.2,70,1021,39111.0
3/1/2021 03:45:00,8.8,9,8.3,71,1020,39296.0
3/1/2021 04:00:00,8.8,9,8.3,71,1020,38089.0
3/1/2021 04:15:00,8.8,10,8.3,71,1020,37341.0
3/1/2021 04:30:00,8.8,10,8.4,71,1020,35250.0
3/1/2021 04:45:00,8.8,11,8.5,71,1021,35569.0
3/1/2021 05:00:00,8.8,12,8.6,71,1021,40712.0
3/1/2021 05:15:00,8.8,12,8.6,71,1021,36918.0
3/1/2021 05:30:00,8.8,12,8.6,72,1021,37345.0
3/1/2021 05:45:00,8.8,12,8.6,72,1021,38613.0
3/1/2021 06:00:00,8.8,12,8.6,73,1021,37670.0
3/1/2021 06:15:00,8.8,12,8.6,73,1021,36258.0
3/1/2021 06:30:00,8.8,12,8.6,73,1021,36727.0
3/1/2021 06:45:00,8.8,12,8.7,74,1021,31136.0
3/1/2021 07:00:00,8.8,13,8.7,74,1021,31322.0
3/1/2021 07:15:00,8.8,13,8.9,73,1021,30551.0
3/1/2021 07:30:00,8.8,14,9.3,72,1021,30702.0
3/1/2021 07:45:00,8.7,14,9.6,71,1022,27889.0
3/1/2021 08:00:00,8.6,15,10.0,70,1022,34068.0
3/1/2021 08:15:00,8.5,16,10.4,68,1022,30886.0
3/1/2021 08:30:00,8.4,17,10.7,67,1022,32075.0
3/1/2021 08:45:00,8.2,18,11.1,66,1022,30341.0
3/1/2021 09:00:00,8.0,19,11.4,65,1022,31158.0
3/1/2021 09:15:00,8.0,20,11.7,64,1022,28208.0
3/1/2021 09:30:00,8.1,20,12.0,63,1022,22233.0
3/1/2021 09:45:00,8.1,21,12.2,63,1022,23589.0
3/1/2021 10:00:00,8.3,21,12.5,62,1022,22795.0
3/1/2021 10:15:00,8.3,21,12.7,62,1022,23630.0
3/1/2021 10:30:00,8.3,21,13.0,61,1022,23883.0
3/1/2021 10:45:00,8.4,21,13.2,61,1021,23706.0
3/1/2021 11:00:00,8.4,21,13.5,60,1021,22268.0
3/1/2021 11:15:00,8.3,21,13.7,60,1021,17392.0
3/1/2021 11:30:00,8.2,22,13.9,60,1021,15718.0
3/1/2021 11:45:00,8.1,22,14.0,59,1020,18054.0
3/1/2021 12:00:00,8.0,22,14.2,59,1020,11183.0
3/1/2021 12:15:00,7.8,23,14.4,59,1020,13089.0
3/1/2021 12:30:00,7.7,23,14.6,59,1020,12828.0
3/1/2021 12:45:00,7.5,23,14.8,58,1019,13541.0
3/1/2021 13:00:00,7.4,24,15.0,58,1019,15094.0
3/1/2021 13:15:00,7.3,24,15.1,58,1019,16460.0
3/1/2021 13:30:00,7.2,24,15.2,58,1019,12304.0
3/1/2021 13:45:00,7.2,25,15.3,58,1019,15344.0
3/1/2021 14:00:00,7.1,26,15.4,58,1019,15616.0
3/1/2021 14:15:00,7.1,26,15.4,58,1019,16992.0
3/1/2021 14:30:00,7.1,26,15.3,59,1019,14248.0
3/1/2021 14:45:00,7.2,25,15.2,59,1019,17569.0
3/1/2021 15:00:00,7.2,25,15.1,60,1019,17403.0
3/1/2021 15:15:00,7.2,25,15.0,60,1019,17626.0
3/1/2021 15:30:00,7.1,25,14.9,61,1019,18339.0
3/1/2021 15:45:00,7.1,26,14.8,61,1019,15157.0
3/1/2021 16:00:00,7.0,26,14.7,62,1019,13685.0
3/1/2021 16:15:00,7.0,25,14.6,62,1019,13672.0
3/1/2021 16:30:00,6.9,24,14.3,63,1019,16505.0
3/1/2021 16:45:00,6.8,24,14.1,64,1019,15308.0
3/1/2021 17:00:00,6.7,22,13.8,65,1019,16227.0
3/1/2021 17:15:00,6.7,22,13.6,65,1019,16645.0
3/1/2021 17:30:00,6.8,22,13.5,66,1019,19311.0
3/1/2021 17:45:00,6.9,23,13.3,66,1020,20234.0
3/1/2021 18:00:00,7.1,23,13.2,67,1020,16211.0
3/1/2021 18:15:00,7.1,24,13.1,67,1020,22184.0
3/1/2021 18:30:00,7.2,23,13.0,67,1020,20823.0
3/1/2021 18:45:00,7.3,23,12.9,68,1020,26050.0
3/1/2021 19:00:00,7.3,22,12.8,68,1020,25417.0
3/1/2021 19:15:00,7.3,22,12.7,68,1020,25663.0
3/1/2021 19:30:00,7.3,22,12.6,68,1020,25439.0
3/1/2021 19:45:00,7.4,21,12.5,69,1020,29429.0
3/1/2021 20:00:00,7.4,21,12.4,69,1020,27894.0
3/1/2021 20:15:00,7.4,21,12.4,69,1020,26847.0
3/1/2021 20:30:00,7.5,20,12.4,69,1020,25226.0
3/1/2021 20:45:00,7.5,20,12.4,70,1020,25339.0
3/1/2021 21:00:00,7.5,19,12.4,70,1020,23936.0
3/1/2021 21:15:00,7.5,19,12.4,70,1020,27122.0
3/1/2021 21:30:00,7.5,19,12.4,70,1020,27634.0
3/1/2021 21:45:00,7.6,19,12.4,71,1020,30150.0
3/1/2021 22:00:00,7.6,19,12.4,71,1020,29904.0
3/1/2021 22:15:00,7.6,19,12.4,71,1020,29929.0
3/1/2021 22:30:00,7.6,19,12.4,71,1020,30631.0
3/1/2021 22:45:00,7.5,19,12.3,72,1020,33176.0
3/1/2021 23:00:00,7.5,19,12.3,72,1020,31358.0
3/1/2021 23:15:00,7.5,19,12.3,72,1020,29519.0
3/1/2021 23:30:00,7.4,19,12.3,72,1020,33018.0
3/1/2021 23:45:00,7.4,18,12.2,72,1020,31568.0
4/1/2021 00:00:00,8.3,22,11.5,68,1020,31603.0
4/1/2021 00:15:00,8.3,21,11.5,68,1020,33922.0
4/1/2021 00:30:00,8.2,21,11.5,68,1020,32408.0
4/1/2021 00:45:00,8.1,20,11.4,67,1020,32469.0
4/1/2021 01:00:00,8.1,20,11.4,67,1020,29439.0
4/1/2021 01:15:00,8.0,19,11.4,67,1020,26494.0
4/1/2021 01:30:00,8.0,18,11.3,67,1020,27524.0
4/1/2021 01:45:00,8.0,18,11.3,67,1020,25194.0
4/1/2021 02:00:00,8.0,18,11.2,67,1020,30057.0
4/1/2021 02:15:00,8.0,18,11.2,67,1020,25204.0
4/1/2021 02:30:00,8.0,19,11.2,67,1020,23714.0
4/1/2021 02:45:00,8.1,20,11.1,67,1019,25026.0
4/1/2021 03:00:00,8.1,20,11.1,67,1019,28193.0
4/1/2021 03:15:00,8.1,20,11.1,67,1019,26139.0
4/1/2021 03:30:00,8.1,20,11.1,67,1019,27373.0
4/1/2021 03:45:00,8.2,21,11.2,66,1019,22340.0
4/1/2021 04:00:00,8.2,21,11.2,66,1019,24070.0
4/1/2021 04:15:00,8.2,21,11.2,66,1019,27792.0
4/1/2021 04:30:00,8.2,22,11.2,66,1019,27536.0
4/1/2021 04:45:00,8.2,22,11.3,65,1019,27875.0
4/1/2021 05:00:00,8.1,22,11.3,65,1019,28037.0
4/1/2021 05:15:00,8.1,22,11.3,65,1019,29263.0
4/1/2021 05:30:00,8.0,22,11.3,65,1019,31199.0
4/1/2021 05:45:00,7.9,22,11.4,64,1020,33034.0
4/1/2021 06:00:00,7.8,22,11.4,64,1020,35021.0
4/1/2021 06:15:00,7.8,22,11.4,64,1020,35794.0
4/1/2021 06:30:00,7.8,22,11.4,64,1020,36233.0
4/1/2021 06:45:00,7.7,21,11.4,63,1020,34314.0
4/1/2021 07:00:00,7.7,21,11.4,63,1020,36886.0
4/1/2021 07:15:00,7.7,21,11.5,63,1020,34254.0
4/1/2021 07:30:00,7.7,20,11.7,62,1020,32647.0
4/1/2021 07:45:00,7.7,18,11.8,62,1020,30059.0
4/1/2021 08:00:00,7.7,17,12.0,61,1020,31233.0
4/1/2021 08:15:00,7.7,17,12.3,61,1020,33089.0
4/1/2021 08:30:00,7.7,17,12.6,60,1020,30226.0
4/1/2021 08:45:00,7.7,17,12.9,59,1020,32792.0
4/1/2021 09:00:00,7.6,18,13.2,58,1020,29758.0
4/1/2021 09:15:00,7.6,19,13.6,56,1020,25285.0
4/1/2021 09:30:00,7.7,20,14.0,55,1020,24544.0
4/1/2021 09:45:00,7.6,21,14.4,54,1020,26807.0
4/1/2021 10:00:00,7.6,22,14.8,53,1020,30429.0
4/1/2021 10:15:00,7.7,23,15.2,52,1020,25708.0
4/1/2021 10:30:00,7.7,24,15.5,51,1020,26690.0
4/1/2021 10:45:00,7.6,25,15.8,50,1020,23363.0
4/1/2021 11:00:00,7.6,26,16.1,49,1020,18396.0
4/1/2021 11:15:00,7.4,27,16.4,49,1020,17836.0
4/1/2021 11:30:00,7.3,28,16.7,49,1020,18011.0
4/1/2021 11:45:00,7.3,29,17.0,49,1019,15083.0
4/1/2021 12:00:00,7.3,30,17.3,49,1019,17561.0
4/1/2021 12:15:00,7.2,31,17.5,49,1019,13918.0
4/1/2021 12:30:00,7.2,32,17.7,49,1019,14988.0
4/1/2021 12:45:00,7.2,33,17.8,50,1018,14413.0
4/1/2021 13:00:00,7.1,34,18.0,50,1018,12773.0
4/1/2021 13:15:00,7.2,35,18.1,50,1018,11634.0
4/1/2021 13:30:00,7.2,36,18.0,51,1018,15038.0
4/1/2021 13:45:00,7.2,36,17.9,52,1017,15001.0
4/1/2021 14:00:00,7.1,37,17.8,53,1017,13457.0
4/1/2021 14:15:00,7.1,36,17.6,53,1017,15488.0
4/1/2021 14:30:00,7.0,36,17.4,54,1017,18161.0
4/1/2021 14:45:00,7.0,34,17.2,55,1017,16106.0
4/1/2021 15:00:00,6.9,33,17.0,56,1017,16010.0
4/1/2021 15:15:00,6.8,32,16.8,56,1017,12303.0
4/1/2021 15:30:00,6.9,31,16.6,57,1017,13654.0
4/1/2021 15:45:00,6.9,30,16.5,58,1017,15173.0
4/1/2021 16:00:00,6.9,28,16.3,59,1017,15014.0
4/1/2021 16:15:00,6.9,28,16.1,59,1017,15810.0
4/1/2021 16:30:00,6.8,27,15.9,60,1017,11476.0
4/1/2021 16:45:00,6.6,27,15.7,60,1017,12800.0
4/1/2021 17:00:00,6.5,27,15.5,61,1017,14734.0
4/1/2021 17:15:00,6.5,27,15.3,62,1017,17778.0
4/1/2021 17:30:00,6.7,28,15.1,63,1017,18886.0
4/1/2021 17:45:00,6.7,28,14.9,64,1018,21114.0
4/1/2021 18:00:00,6.8,29,14.7,65,1018,21622.0
4/1/2021 18:15:00,6.8,29,14.5,66,1018,20760.0
4/1/2021 18:30:00,6.9,28,14.4,67,1018,20542.0
4/1/2021 18:45:00,7.0,27,14.3,68,1018,23736.0
4/1/2021 19:00:00,7.0,26,14.2,69,1018,21030.0
4/1/2021 19:15:00,7.1,26,14.1,69,1018,16549.0
4/1/2021 19:30:00,7.2,25,14.0,70,1018,15870.0
4/1/2021 19:45:00,7.3,25,14.0,71,1018,20514.0
4/1/2021 20:00:00,7.4,25,13.9,72,1018,22029.0
4/1/2021 20:15:00,7.4,25,13.9,72,1018,20190.0
4/1/2021 20:30:00,7.4,25,13.8,73,1018,20117.0
4/1/2021 20:45:00,7.3,24,13.8,74,1018,17900.0
4/1/2021 21:00:00,7.3,24,13.7,75,1018,20061.0
4/1/2021 21:15:00,7.3,24,13.7,75,1018,24705.0
4/1/2021 21:30:00,7.3,23,13.7,75,1018,21487.0
4/1/2021 21:45:00,7.3,23,13.6,76,1018,20693.0
4/1/2021 22:00:00,7.3,23,13.6,76,1018,20231.0
4/1/2021 22:15:00,7.3,23,13.6,76,1018,18965.0
4/1/2021 22:30:00,7.3,23,13.6,76,1018,18410.0
4/1/2021 22:45:00,7.2,23,13.7,77,1018,14362.0
4/1/2021 23:00:00,7.2,23,13.7,77,1018,8776.0
4/1/2021 23:15:00,7.2,23,13.7,77,1018,9308.0
4/1/2021 23:30:00,7.1,22,13.7,77,1018,8762.0
4/1/2021 23:45:00,7.2,21,13.8,76,1018,9646.0
5/1/2021 00:00:00,7.9,21,13.4,72,1018,10065.0
5/1/2021 00:15:00,7.9,21,13.4,72,1018,8137.0
5/1/2021 00:30:00,7.9,21,13.3,72,1018,9223.0
5/1/2021 00:45:00,8.1,22,13.3,73,1018,11638.0
5/1/2021 01:00:00,8.1,22,13.2,73,1018,9807.0
5/1/2021 01:15:00,8.2,23,13.1,73,1018,10031.0
5/1/2021 01:30:00,8.3,23,13.0,74,1018,9106.0
5/1/2021 01:45:00,8.3,24,12.9,75,1018,7439.0
5/1/2021 02:00:00,8.5,24,12.8,76,1018,8428.0
5/1/2021 02:15:00,8.5,24,12.7,76,1018,11292.0
5/1/2021 02:30:00,8.5,25,12.7,76,1018,13050.0
5/1/2021 02:45:00,8.5,26,12.7,76,1018,14012.0
5/1/2021 03:00:00,8.6,26,12.7,76,1018,12062.0
5/1/2021 03:15:00,8.6,26,12.7,76,1018,12129.0
5/1/2021 03:30:00,8.5,27,12.7,76,1018,10894.0
5/1/2021 03:45:00,8.5,28,12.6,76,1018,9532.0
5/1/2021 04:00:00,8.5,29,12.6,76,1018,11577.0
5/1/2021 04:15:00,8.5,29,12.6,76,1018,8894.0
5/1/2021 04:30:00,8.4,29,12.6,76,1018,8197.0
5/1/2021 04:45:00,8.2,29,12.5,76,1018,10556.0
5/1/2021 05:00:00,8.1,29,12.5,76,1018,11750.0
5/1/2021 05:15:00,8.1,29,12.5,76,1018,15211.0
5/1/2021 05:30:00,8.0,29,12.5,76,1018,14540.0
5/1/2021 05:45:00,7.9,29,12.4,75,1018,11413.0
5/1/2021 06:00:00,7.8,29,12.4,75,1018,10841.0
5/1/2021 06:15:00,7.7,30,12.4,75,1018,13750.0
5/1/2021 06:30:00,7.7,30,12.3,75,1018,13019.0
5/1/2021 06:45:00,7.7,31,12.3,75,1019,14177.0
5/1/2021 07:00:00,7.7,31,12.2,75,1019,12358.0
5/1/2021 07:15:00,7.7,31,12.3,74,1019,13422.0
5/1/2021 07:30:00,7.6,31,12.4,73,1019,11847.0
5/1/2021 07:45:00,7.4,31,12.6,72,1019,11921.0
5/1/2021 08:00:00,7.4,31,12.7,71,1019,11020.0
5/1/2021 08:15:00,7.4,31,13.0,69,1019,15502.0
5/1/2021 08:30:00,7.5,30,13.3,67,1019,14931.0
5/1/2021 08:45:00,7.7,31,13.6,64,1020,16248.0
5/1/2021 09:00:00,7.8,30,13.9,62,1020,18672.0
5/1/2021 09:15:00,7.8,30,14.2,60,1020,21287.0
5/1/2021 09:30:00,7.8,31,14.5,59,1020,20100.0
5/1/2021 09:45:00,7.7,31,14.8,58,1020,20425.0
5/1/2021 10:00:00,7.7,32,15.1,57,1020,20290.0
5/1/2021 10:15:00,7.7,33,15.3,56,1020,19389.0
5/1/2021 10:30:00,7.7,34,15.5,55,1020,19965.0
5/1/2021 10:45:00,7.7,35,15.6,54,1019,22499.0
5/1/2021 11:00:00,7.7,36,15.8,53,1019,23962.0
5/1/2021 11:15:00,7.7,37,16.0,52,1019,22231.0
5/1/2021 11:30:00,7.8,37,16.1,51,1019,21695.0
5/1/2021 11:45:00,7.9,37,16.2,50,1018,23678.0
5/1/2021 12:00:00,8.0,38,16.3,49,1018,18146.0
5/1/2021 12:15:00,8.1,39,16.3,49,1018,21840.0
5/1/2021 12:30:00,8.2,40,16.4,48,1018,23442.0
5/1/2021 12:45:00,8.3,41,16.5,47,1018,19264.0
5/1/2021 13:00:00,8.4,41,16.6,46,1018,15626.0
5/1/2021 13:15:00,8.5,42,16.5,46,1018,18921.0
5/1/2021 13:30:00,8.7,43,16.3,46,1018,22261.0
5/1/2021 13:45:00,8.9,43,16.2,47,1017,27392.0
5/1/2021 14:00:00,9.1,44,16.0,47,1017,31958.0
5/1/2021 14:15:00,9.3,44,15.8,47,1017,37595.0
5/1/2021 14:30:00,9.5,44,15.7,47,1017,37723.0
5/1/2021 14:45:00,9.6,44,15.5,47,1017,37808.0
5/1/2021 15:00:00,9.8,44,15.4,47,1017,41616.0
5/1/2021 15:15:00,9.8,44,15.2,47,1017,41658.0
5/1/2021 15:30:00,9.8,44,15.0,47,1017,42463.0
5/1/2021 15:45:00,9.8,43,14.8,46,1018,40882.0
5/1/2021 16:00:00,9.9,43,14.6,46,1018,38970.0
5/1/2021 16:15:00,9.9,43,14.4,46,1018,42254.0
5/1/2021 16:30:00,9.9,43,14.2,47,1018,38272.0
5/1/2021 16:45:00,9.8,43,13.9,47,1018,41861.0
5/1/2021 17:00:00,9.8,43,13.7,48,1018,38245.0
5/1/2021 17:15:00,9.8,43,13.5,49,1018,39677.0
5/1/2021 17:30:00,9.9,43,13.2,51,1018,42774.0
5/1/2021 17:45:00,10.0,42,13.0,53,1019,40209.0
5/1/2021 18:00:00,10.1,42,12.7,55,1019,41708.0
5/1/2021 18:15:00,10.1,42,12.6,57,1019,45635.0
5/1/2021 18:30:00,10.0,41,12.5,58,1019,46432.0
5/1/2021 18:45:00,9.9,40,12.4,59,1019,46948.0
5/1/2021 19:00:00,9.9,40,12.3,60,1019,45108.0
5/1/2021 19:15:00,9.7,39,12.2,60,1019,45250.0
5/1/2021 19:30:00,9.8,38,12.2,61,1019,44209.0
5/1/2021 19:45:00,9.7,37,12.1,61,1019,44302.0
5/1/2021 20:00:00,9.7,37,12.1,62,1019,46966.0
5/1/2021 20:15:00,9.7,36,12.1,63,1019,46349.0
5/1/2021 20:30:00,9.8,36,12.0,64,1019,42427.0
5/1/2021 20:45:00,9.9,36,12.0,66,1020,44602.0
5/1/2021 21:00:00,10.0,36,11.9,67,1020,44883.0
5/1/2021 21:15:00,10.1,36,11.9,68,1020,43364.0
5/1/2021 21:30:00,10.2,35,11.8,68,1020,41822.0
5/1/2021 21:45:00,10.3,35,11.7,69,1020,43508.0
5/1/2021 22:00:00,10.3,35,11.6,69,1020,39974.0
5/1/2021 22:15:00,10.3,35,11.5,69,1020,36466.0
5/1/2021 22:30:00,10.3,34,11.4,69,1020,35247.0
5/1/2021 22:45:00,10.3,34,11.3,70,1020,33932.0
5/1/2021 23:00:00,10.3,33,11.2,70,1020,38167.0
5/1/2021 23:15:00,10.3,33,11.1,71,1020,35962.0
5/1/2021 23:30:00,10.2,33,11.0,72,1020,37332.0
5/1/2021 23:45:00,10.2,32,10.9,73,1020,38909.0
6/1/2021 00:00:00,10.0,34,10.9,66,1020,39869.0
6/1/2021 00:15:00,10.0,34,10.7,66,1020,36699.0
6/1/2021 00:30:00,9.9,33,10.6,67,1020,40793.0
6/1/2021 00:45:00,9.9,33,10.5,68,1020,40872.0
6/1/2021 01:00:00,9.8,33,10.4,69,1020,40204.0
6/1/2021 01:15:00,9.8,33,10.2,69,1020,42955.0
6/1/2021 01:30:00,9.7,32,10.1,70,1020,40286.0
6/1/2021 01:45:00,9.7,32,10.0,70,1020,41200.0
6/1/2021 02:00:00,9.6,32,9.9,71,1020,39995.0
6/1/2021 02:15:00,9.6,32,9.8,71,1020,38683.0
6/1/2021 02:30:00,9.5,32,9.7,71,1020,39198.0
6/1/2021 02:45:00,9.6,31,9.6,70,1019,38073.0
6/1/2021 03:00:00,9.5,30,9.5,70,1019,36470.0
6/1/2021 03:15:00,9.5,30,9.5,70,1019,32877.0
6/1/2021 03:30:00,9.5,30,9.4,70,1019,37352.0
6/1/2021 03:45:00,9.5,30,9.4,70,1019,33046.0
6/1/2021 04:00:00,9.4,29,9.3,70,1019,34160.0
6/1/2021 04:15:00,9.4,29,9.3,70,1019,34366.0
6/1/2021 04:30:00,9.4,29,9.3,70,1019,35910.0
6/1/2021 04:45:00,9.3,29,9.2,70,1019,35265.0
6/1/2021 05:00:00,9.3,29,9.2,70,1019,34969.0
6/1/2021 05:15:00,9.3,29,9.2,70,1019,40091.0
6/1/2021 05:30:00,9.3,30,9.2,70,1019,38209.0
6/1/2021 05:45:00,9.3,30,9.1,71,1020,40219.0
6/1/2021 06:00:00,9.3,31,9.1,71,1020,40396.0
6/1/2021 06:15:00,9.3,31,9.1,71,1020,39514.0
6/1/2021 06:30:00,9.3,31,9.1,71,1020,39838.0
6/1/2021 06:45:00,9.4,31,9.1,70,1020,38935.0
6/1/2021 07:00:00,9.4,31,9.1,70,1020,37771.0
6/1/2021 07:15:00,9.3,30,9.2,69,1020,37105.0
6/1/2021 07:30:00,9.1,30,9.4,68,1020,37249.0
6/1/2021 07:45:00,9.0,29,9.6,66,1020,35202.0
6/1/2021 08:00:00,8.8,29,9.8,65,1020,34914.0
6/1/2021 08:15:00,8.7,29,10.1,63,1020,31840.0
6/1/2021 08:30:00,8.7,30,10.4,61,1020,32541.0
6/1/2021 08:45:00,8.7,30,10.8,60,1020,33895.0
6/1/2021 09:00:00,8.7,31,11.1,58,1020,30025.0
